00:03:59 | WARNING  | Connected to Kraken Live API (REAL MONEY - Use small amounts!)
00:03:59 | INFO     | 🔌 Crash monitor websocket starting...
00:03:59 | INFO     | 🔌 Real-time monitor: ACTIVE (crash + pump + volume)
00:03:59 | INFO     | Loaded existing state
00:04:02 | INFO     | 🔌 Crash monitor connected, subscribing to 16 pairs
00:04:03 | INFO     | 💰 Kraken account balance: $340.72
00:04:03 | INFO     | [CONTEXT] Loaded 56 contextual outcomes across 81 buckets
00:04:03 | INFO     | [FORWARD TOOL] No completed enriched-feature long outcomes yet
00:04:03 | INFO     | [META] Trained pooled meta-model on 56 samples (active)
00:04:03 | INFO     | [META] Bootstrapped pooled meta-model from 56 closed trades (active)
00:04:05 | INFO     | [RECONCILE] Done — 1 positions, 0 pending buys, 0 pending exits, deployed: $68.10, active balance: $272.62
00:04:05 | INFO     | 🚀 FINAL Trading Bot initialized with 8 UPGRADES
00:04:05 | INFO     | Total balance: $340.72 (start: $300.00)
00:04:05 | INFO     | Growth: +13.6%
00:04:05 | INFO     | Grid balance: $0.00 (0%)
00:04:05 | INFO     | Active balance: $272.62 (100%)
00:04:05 | INFO     | Trading pairs: 40 (expanded from 16)
00:04:05 | INFO     | Tier 1 tools with 2x margin: 8
00:04:05 | INFO     | Live trading: True
00:04:05 | INFO     | 🚀 FINAL TRADING BOT STARTING - THE ULTIMATE VERSION...
00:04:05 | INFO     | Live trading: True
00:04:05 | INFO     | Check interval: 300s
00:04:05 | INFO     | Trading pairs: 40 (expanded from 16)
00:04:05 | INFO     | Tier 1 tools with 2x margin: 8
00:04:05 | INFO     | ════════════════════════════════════════════════════════════════════════════════
00:04:45 | INFO     | 💰 Kraken account balance: $340.73
00:04:45 | INFO     | [VOLATILITY] Scanning 659 USD pairs for volatility...
00:04:47 | INFO     | [VOLATILITY] Selected 20 pairs (from 10 liquid). Top 5: RAVEUSD (score=0.59, vol=88.6%, pos=32%), XXMRZUSD (score=0.12, vol=10.6%, pos=76%), XZECZUSD (score=0.08, vol=9.5%, pos=47%), HYPEUSD (score=0.05, vol=6.3%, pos=49%), JITOSOLUSD (score=0.05, vol=4.2%, pos=85%)
00:04:48 | INFO     | [MARKET BEAR] defensive cash mode — short_pairs=38, short_signals=46, top3=15.6, dominance=1.97, active_allocation=65%
00:04:48 | INFO     | [STACK] DOGEUSD short: 2 tools (ema_cross_short+entropy_short) → score 6.2 × 1.3 = 8.1
00:04:48 | INFO     | [STACK] TRXUSD short: 2 tools (ema_cross_short+distribution_short) → score 4.2 × 1.3 = 5.5
00:04:48 | INFO     | [STACK] LDOUSD short: 2 tools (ema_cross_short+alt_btc_revert_t3) → score 7.3 × 1.3 = 9.4
00:04:48 | INFO     | [STACK] FILUSD short: 2 tools (ema_cross_short+entropy_short) → score 6.6 × 1.3 = 8.6
00:04:48 | INFO     | [STACK] OKBUSD short: 2 tools (ema_cross_short+entropy_short) → score 4.7 × 1.3 = 6.0
00:04:48 | INFO     | [STACK] ATOMUSD short: 2 tools (ema_cross_short+alt_btc_revert_t3) → score 10.4 × 1.3 = 13.5
00:04:48 | INFO     | [STACK] ADAUSD short: 2 tools (ema_cross_short+entropy_short) → score 7.3 × 1.3 = 9.4
00:04:48 | INFO     | [STACK] ETHUSD short: 2 tools (ema_cross_short+entropy_short) → score 6.9 × 1.3 = 9.0
00:04:48 | INFO     | Skipping simple_buy_uptrend (XLMUSD) - bull tool blocked in fear/bear (F&G=32, 75% bullish)
00:04:48 | INFO     | Skipping simple_buy_uptrend (KAVAUSD) - bull tool blocked in fear/bear (F&G=32, 75% bullish)
00:04:48 | DEBUG    | Skipping ema_cross_short (TIAUSD) — short blocked (US Non-ECP margin restriction)
00:04:48 | DEBUG    | Skipping ema_cross_short (AAVEUSD) — short blocked (US Non-ECP margin restriction)
00:04:48 | INFO     | [BEARISH OVERLAY] simple_buy_uptrend TIAUSD blocked — ema_cross_short short score 18.7 active
00:04:48 | INFO     | Skipping simple_buy_uptrend (ARBUSD) - bull tool blocked in fear/bear (F&G=32, 75% bullish)
00:04:48 | INFO     | Skipping simple_buy_uptrend (FLOKIUSD) - bull tool blocked in fear/bear (F&G=32, 75% bullish)
